date, pm25, pm10, o3, no2, co
2021/10/1, 22, 28, 32, 7, 104
2021/10/2, 27, 30, 51, 11, 51
2021/10/3, 32, 30, 51, 12, 
2021/10/4, 34, 29, 51, 14, 
2021/10/5, 31, 26, 50, 13, 104
2021/10/6, 28, 27, 50, 13, 
2021/10/7, 28, 31, 48, 12, 51
2021/10/8, 34, 34, 48, , 
2021/10/9, 28, 17, 32, 12, 
2021/10/10, 22, 22, 61, 12, 
2021/10/11, 25, 25, 61, 10, 104
2021/10/12, 28, 39, 55, 10, 
2021/10/13, 40, 57, 55, 14, 
2021/10/14, 52, 55, 59, 13, 
2021/10/15, 60, 58, 59, 11, 51
2021/10/16, 61, 35, 51, 12, 104
2021/10/17, 42, 48, 57, 14, 51
2021/10/18, 51, 70, 57, 13, 51
2021/10/19, 70, 60, 67, 11, 51
2021/10/20, 61, 61, 73, 11, 51
2021/10/21, 61, 58, 61, 11, 51
2021/10/22, 58, 50, 76, 13, 51
2021/10/23, 51, 59, 76, 13, 51
2021/10/24, 58, 55, 55, 11, 51
2021/10/25, 56, 49, 55, 13, 51
2021/10/26, 50, 53, 69, 14, 
2021/10/27, 53, 78, 69, 12, 51
2021/10/28, 77, 87, 65, 12, 51
2021/10/29, 86, 77, 65, 12, 
2021/10/30, 75, 84, 63, 13, 51
2021/10/31, 83, 90, 84, 10, 51
2021/11/1, 89, 84, 84, 11, 
2021/11/2, 83, 79, 63, 13, 
2021/11/3, 78, 77, , 14, 
2021/11/4, 76, 60, 55, 14, 104
2021/11/5, 60, 53, 57, , 
2021/11/6, 53, 57, 57, 14, 
2021/11/7, 57, 61, 75, 13, 51
2021/11/8, 61, 79, 75, , 
2021/11/9, 77, 81, 73, 11, 51
2021/11/10, 80, 88, 73, 12, 51
2021/11/11, 87, 95, 73, 12, 51
2021/11/12, 94, 94, 73, 12, 51
2021/11/13, 92, 92, 67, 12, 51
2021/11/14, 90, 92, 67, 12, 
2021/11/15, 90, , , , 
2021/7/1, 31, 37, 55, 12, 
2021/7/2, 33, 35, 55, 12, 104
2021/7/3, 32, 37, 168, 13, 
2021/7/4, 38, 34, 168, 12, 104
2021/7/5, 33, 37, 63, 13, 
2021/7/6, 41, 43, 63, 14, 
2021/7/7, 43, 38, 60, 11, 51
2021/7/8, 39, 27, 57, 11, 51
2021/7/9, 29, 29, 55, 14, 51
2021/7/10, 31, 35, 55, 13, 51
2021/7/11, 36, 38, 61, 12, 
2021/7/12, 38, 23, 61, 10, 
2021/7/14, 17, 14, 53, 12, 51
2021/7/15, 17, 25, 50, 27, 51
2021/7/16, 40, 33, 55, 37, 51
2021/7/17, 32, 31, 63, 14, 51
2021/7/18, 35, 27, 63, 12, 51
2021/7/19, 41, 16, 10, 11, 51
2021/7/20, 17, 17, 38, 11, 51
2021/7/21, 22, 18, , 10, 
2021/7/22, 22, 19, 32, 10, 51
2021/7/23, 22, 17, 50, 12, 
2021/7/24, 22, 16, 50, 12, 51
2021/7/25, 18, 20, , 12, 
2021/7/26, 26, 24, 44, 12, 
2021/7/27, 24, 20, 44, 10, 51
2021/7/28, 23, 27, 46, 9, 51
2021/7/29, 27, 23, 50, 10, 51
2021/7/30, 26, 21, 50, 11, 51
2021/7/31, 24, 18, 44, 14, 51
2021/8/1, 23, 19, 55, 11, 
2021/8/2, 24, 19, 59, 10, 
2021/8/3, 23, 19, 59, 11, 
2021/8/4, 23, 23, 46, 9, 51
2021/8/5, 25, 21, 46, 14, 51
2021/8/6, 24, 31, 57, 13, 51
2021/8/7, 34, 27, 57, 14, 
2021/8/8, 36, 23, 44, 14, 
2021/8/9, 23, 33, 50, 11, 51
2021/8/10, 43, 31, 61, 12, 
2021/8/11, 36, 27, 61, 12, 
2021/8/12, 26, 31, 63, 11, 
2021/8/13, 30, 30, 63, 12, 
2021/8/14, 33, 31, 53, 13, 51
2021/8/15, 34, 27, 50, 12, 51
2021/8/16, 30, 25, 50, 10, 
2021/8/17, 29, 25, 36, 11, 
2021/8/18, 28, 20, 40, 12, 51
2021/8/19, 23, 20, 34, 13, 51
2021/8/20, 24, 19, 36, 12, 
2021/8/21, 23, 19, 34, 10, 51
2021/8/22, 23, 23, 53, 11, 51
2021/8/23, 25, 24, 57, 13, 51
2021/8/24, 26, 22, 57, 12, 
2021/8/25, 25, 21, 53, 11, 51
2021/8/26, 24, 20, 61, 14, 
2021/8/27, 23, 22, 61, 13, 51
2021/8/28, 25, 26, 57, 10, 
2021/8/29, 29, 30, 46, 12, 
2021/8/30, 33, 30, 46, 13, 
2021/8/31, 36, 27, 30, 12, 
2021/9/1, 32, 23, 48, 10, 51
2021/9/2, 25, 22, 55, 10, 51
2021/9/3, 23, 24, 55, 12, 51
2021/9/4, 25, 20, 40, 13, 51
2021/9/5, 23, 20, 36, 12, 51
2021/9/6, 24, 29, 36, 12, 51
2021/9/7, 29, 20, 61, 11, 104
2021/9/8, 28, 26, 61, 12, 
2021/9/9, 30, 30, 38, 12, 51
2021/9/10, 33, 25, 51, 12, 56
2021/9/11, 33, 25, 51, 11, 
2021/9/12, 27, 18, 50, 9, 104
2021/9/13, 27, 25, 36, 10, 104
2021/9/14, 38, 47, 36, 10, 104
2021/9/15, 48, 50, 51, 12, 104
2021/9/16, 51, 46, 59, 12, 
2021/9/17, 47, 36, 59, 11, 77
2021/9/18, 40, 26, 51, 12, 51
2021/9/19, 32, 13, 57, 12, 104
2021/9/20, 28, 18, 57, 12, 
2021/9/21, 22, 16, 36, 12, 
2021/9/22, 22, 16, 36, 12, 
2021/9/23, 22, 26, 40, 11, 104
2021/9/24, 29, 33, 48, 12, 
2021/9/25, 38, 28, 48, 12, 51
2021/9/26, 28, 25, 46, 12, 
2021/9/27, 28, 20, 51, 11, 104
2021/9/28, 24, 19, 51, 11, 104
2021/9/29, 23, 15, 26, 7, 51
2021/9/30, 21, 13, 10, , 
2021/4/1, 74, 64, 88, 14, 51
2021/4/2, 70, 71, 76, 14, 51
2021/4/3, 75, 62, 90, 16, 51
2021/4/4, 67, 56, 96, 14, 
2021/4/5, 59, 62, 96, 14, 51
2021/4/6, 67, 71, 84, , 
2021/4/7, 76, 72, 63, 17, 51
2021/4/8, 76, 68, 82, 17, 51
2021/4/9, 74, 63, 82, 17, 51
2021/4/10, 67, 67, 65, 16, 51
2021/4/11, 69, 63, 90, 12, 51
2021/4/12, 68, 54, 90, 13, 
2021/4/13, 65, 56, 73, 14, 51
2021/4/14, 64, 64, 73, , 
2021/4/15, 68, 59, 88, 14, 51
2021/4/16, 65, 56, 92, 14, 
2021/4/17, 66, 62, 92, 17, 51
2021/4/18, 69, 55, 88, 12, 51
2021/4/19, 61, 52, 88, 12, 51
2021/4/20, 58, 54, 92, 12, 
2021/4/21, 57, 45, 92, 13, 51
2021/4/22, 50, 45, 86, 14, 
2021/4/23, 53, 45, 88, 14, 
2021/4/24, 50, 49, 92, 12, 
2021/4/25, 52, 51, 92, 12, 51
2021/4/26, 54, 54, 86, 12, 51
2021/4/27, 58, 51, 92, 12, 
2021/4/28, 52, 49, 92, 14, 51
2021/4/29, 52, 53, 90, 14, 51
2021/4/30, 60, 48, 90, 31, 51
2021/5/1, 52, 48, 92, 29, 51
2021/5/2, 47, 49, 92, , 
2021/5/3, 54, 51, 88, 17, 104
2021/5/4, 57, 60, 92, , 
2021/5/5, 64, 58, 92, , 
2021/5/6, 61, 51, 96, 17, 104
2021/5/7, 54, 52, 96, , 
2021/5/8, 55, 59, 90, , 
2021/5/9, 62, 54, 90, 14, 
2021/5/10, 58, 43, 94, 14, 104
2021/5/11, 47, 43, 94, , 
2021/5/12, 49, 39, 84, 12, 77
2021/5/13, 43, 33, 82, 13, 104
2021/5/14, 34, 34, 82, 14, 
2021/5/15, 30, 39, 10, 12, 51
2021/5/16, 42, 35, 50, 12, 104
2021/5/17, 35, 27, 63, 12, 
2021/5/18, 27, 29, 69, 10, 
2021/5/19, 28, 36, 76, 11, 
2021/5/20, 35, 44, 76, 12, 104
2021/5/21, 49, 40, 69, 12, 
2021/5/22, 45, 37, 80, 12, 
2021/5/23, 38, 43, 80, 12, 104
2021/5/24, 45, 44, 82, 14, 
2021/5/25, 46, 42, 82, 12, 104
2021/5/26, 45, 44, 80, 12, 51
2021/5/27, 46, 36, 82, 12, 104
2021/5/28, 43, 36, 84, 12, 104
2021/5/29, 39, 36, 84, 12, 
2021/5/30, 38, 34, 80, 12, 51
2021/5/31, 37, 37, 71, 14, 
2021/6/1, 38, 40, 64, 13, 60
2021/6/2, 47, 33, 79, 20, 73
2021/6/3, 33, 32, 70, 18, 72
2021/6/4, 34, 34, 61, 25, 82
2021/6/5, 33, 37, 51, 17, 81
2021/6/6, 34, 36, 59, 13, 79
2021/6/7, 37, 35, 61, 12, 84
2021/6/8, 37, 30, 61, 12, 85
2021/6/9, 35, 20, 55, 12, 
2021/6/10, 27, 24, 59, 12, 51
2021/6/11, 27, 29, 59, 12, 51
2021/6/12, 25, 27, 63, 12, 
2021/6/13, 26, 28, 63, 11, 51
2021/6/14, 27, 31, 46, 12, 
2021/6/15, 31, 31, 59, 12, 51
2021/6/16, 30, 28, 63, 12, 51
2021/6/17, 28, 26, 63, 14, 51
2021/6/18, 25, 30, 53, 14, 51
2021/6/19, 29, 30, 44, 12, 51
2021/6/20, 33, 32, 67, 12, 51
2021/6/21, 32, 36, 67, 12, 51
2021/6/22, 38, 34, 55, 12, 51
2021/6/23, 37, 31, 55, 12, 
2021/6/24, 38, 32, 168, 14, 
2021/6/25, 38, 36, 168, 12, 51
2021/6/26, 36, 30, 57, 13, 
2021/6/27, 30, 28, 55, 12, 51
2021/6/28, 25, 33, 55, 12, 51
2021/6/29, 29, 31, 53, 12, 51
2021/6/30, 28, 35, 53, 12, 51
2021/1/4, 82, 93, 63, , 
2021/1/5, 76, 87, 18, 26, 104
2021/1/6, 72, 81, 65, 21, 104
2021/1/7, 67, 59, 65, 21, 104
2021/1/8, 53, 38, 57, , 
2021/1/9, 39, 59, 55, 24, 104
2021/1/10, 51, 62, 76, 20, 104
2021/1/11, 52, 57, 76, 26, 104
2021/1/12, 48, 66, 67, , 
2021/1/13, 56, 62, 73, 21, 104
2021/1/14, 52, 60, 78, , 
2021/1/15, 51, 63, 84, 24, 104
2021/1/16, 53, 69, 84, 24, 104
2021/1/17, 57, 73, 84, 22, 104
2021/1/18, 60, 80, 75, 22, 104
2021/1/19, 66, 78, 73, 20, 104
2021/1/20, 64, 56, 73, 17, 104
2021/1/21, 47, 44, 78, , 
2021/1/22, 39, 71, 78, 31, 
2021/1/23, 58, 85, 84, 30, 104
2021/1/24, 69, 78, 84, 17, 51
2021/1/25, 64, 79, 75, 24, 51
2021/1/26, 65, 74, 73, , 
2021/1/27, 62, 76, 78, 21, 51
2021/1/28, 64, 83, 78, 21, 51
2021/1/29, 69, 84, 71, 24, 51
2021/1/30, 69, 78, 84, 26, 77
2021/1/31, 64, 79, 84, 29, 51
2021/2/1, 64, 87, 78, , 147
2021/2/2, 71, 83, 78, 41, 138
2021/2/3, 69, 80, 67, 40, 51
2021/2/4, 66, 79, 78, 37, 51
2021/2/5, 64, 79, 84, , 
2021/2/6, 65, 77, 84, , 
2021/2/7, 63, 79, 84, 26, 51
2021/2/8, 64, 97, 84, 31, 
2021/2/9, 77, 95, 84, 34, 51
2021/2/10, 76, 83, 84, 37, 51
2021/2/11, 68, 84, 88, 36, 
2021/2/12, 69, 92, 88, 35, 51
2021/2/13, 76, 98, 76, 35, 
2021/2/14, 81, 104, 75, 38, 
2021/2/15, 87, 93, 88, 19, 51
2021/2/16, 80, 76, 88, , 
2021/2/17, 64, 78, 86, 21, 51
2021/2/18, 65, 62, 86, 17, 51
2021/2/19, 52, 58, 78, 21, 51
2021/2/20, 53, 60, 84, , 
2021/2/21, 53, 73, 84, 26, 51
2021/2/22, 58, 73, 92, 34, 51
2021/2/23, 66, 70, 92, 35, 51
2021/2/24, 65, 71, 90, 21, 51
2021/2/25, 62, 69, 88, 21, 51
2021/2/26, 64, 59, 87, 26, 51
2021/2/27, 59, 68, 86, , 
2021/2/28, 64, 67, 92, 21, 51
2021/3/1, 62, 81, 92, 24, 51
2021/3/2, 80, 79, 88, , 
2021/3/3, 77, 55, 90, 43, 51
2021/3/4, 56, 56, 92, 39, 51
2021/3/5, 62, 57, 92, , 
2021/3/6, 65, 62, 86, 21, 51
2021/3/7, 65, 64, 90, , 
2021/3/8, 74, 68, 100, 24, 51
2021/3/9, 75, 68, 100, , 
2021/3/10, 79, 72, 90, 21, 51
2021/3/11, 84, 71, 82, 24, 51
2021/3/12, 76, 78, 82, , 
2021/3/13, 78, 69, 92, , 
2021/3/14, 73, 55, 92, 21, 51
2021/3/15, 60, 71, 88, 24, 51
2021/3/16, 71, 87, 90, , 
2021/3/17, 88, 86, 90, 21, 51
2021/3/18, 86, 75, 84, 19, 51
2021/3/19, 76, 68, 90, 31, 51
2021/3/20, 69, 73, 90, 24, 51
2021/3/21, 72, 91, 88, , 
2021/3/22, 92, 80, 86, 31, 
2021/3/23, 86, 82, 86, 30, 51
2021/3/24, 88, 84, 84, 22, 51
2021/3/25, 88, 87, 84, , 
2021/3/26, 88, 92, 96, 32, 51
2021/3/27, 97, 87, 96, 32, 51
2021/3/28, 92, 98, 84, , 
2021/3/29, 129, 79, 75, 12, 51
2021/3/30, 98, 70, 96, 16, 51
2021/3/31, 77, 68, 96, 19, 51
2020/10/1, 35, 37, 55, 12, 51
2020/10/2, 37, 39, 55, 12, 51
2020/10/3, 40, 36, 55, 13, 51
2020/10/4, 38, 33, 53, 11, 51
2020/10/5, 35, 35, 59, 11, 51
2020/10/6, 36, 44, 59, 12, 51
2020/10/7, 45, 53, 59, 14, 51
2020/10/8, 53, 53, 48, 15, 51
2020/10/9, 53, 53, 59, 13, 51
2020/10/10, 52, 43, 59, 14, 51
2020/10/11, 44, 44, 63, 17, 51
2020/10/12, 45, 46, 63, 14, 51
2020/10/13, 47, 33, 63, 14, 51
2020/10/14, 35, 28, 59, 17, 51
2020/10/15, 29, 17, 53, 15, 51
2020/10/16, 19, 24, 57, 14, 51
2020/10/17, 25, 31, 57, 12, 51
2020/10/18, 33, 28, 61, 12, 51
2020/10/19, 30, 27, 61, 12, 51
2020/10/20, 29, 32, 59, 13, 51
2020/10/21, 34, 35, 59, 14, 
2020/10/22, 38, 39, 55, 17, 51
2020/10/23, 40, 37, 57, 24, 51
2020/10/24, 38, 40, 57, 20, 51
2020/10/25, 41, 36, 16, 12, 51
2020/10/26, 44, 45, 30, 12, 
2020/10/27, 55, 52, 59, 14, 51
2020/10/28, 54, 43, 59, 14, 51
2020/10/29, 45, 44, 59, 17, 51
2020/10/30, 46, 41, 59, , 
2020/10/31, 43, 37, 16, 19, 51
2020/11/1, 39, 70, 65, 19, 51
2020/11/2, 56, 85, 65, 24, 51
2020/11/3, 83, 89, 59, , 
2020/11/4, 88, 79, 44, 24, 51
2020/11/5, 78, 74, , , 
2020/11/6, 74, 68, 55, 21, 51
2020/11/7, 68, 63, 55, 19, 51
2020/11/8, 63, 74, 65, 25, 51
2020/11/9, 73, 83, 65, 31, 
2020/11/10, 82, 87, 73, 30, 51
2020/11/11, 86, 89, 73, 30, 51
2020/11/12, 88, 76, 44, 26, 51
2020/11/13, 75, 57, 84, , 
2020/11/14, 58, 91, 86, 19, 51
2020/11/15, 114, 96, 86, 19, 51
2020/11/16, 110, 61, 76, 21, 51
2020/11/17, 51, 51, 61, 21, 51
2020/11/18, 44, 44, 69, , 
2020/11/19, 39, 38, 69, 17, 51
2020/11/20, 35, 31, 63, 19, 51
2020/11/21, 27, 33, 63, 24, 51
2020/11/22, 31, 47, 67, 14, 51
2020/11/23, 42, 55, 67, 19, 51
2020/11/24, 47, 64, 73, , 
2020/11/25, 54, 73, 73, 31, 
2020/11/26, 60, 69, 67, 31, 
2020/11/27, 57, 62, 64, , 
2020/11/28, 51, 50, 63, 19, 51
2020/11/29, 43, 49, 65, 22, 51
2020/11/30, 43, 59, 65, 24, 51
2020/12/1, 49, 69, 65, , 
2020/12/2, 57, 72, 67, 21, 51
2020/12/3, 60, 80, 67, 33, 
2020/12/4, 66, 87, 69, 34, 51
2020/12/5, 71, 91, 69, 32, 104
2020/12/6, 73, 85, 67, 32, 51
2020/12/7, 74, 72, 67, 30, 51
2020/12/8, 60, 65, 71, 29, 51
2020/12/9, 55, 65, 71, 33, 51
2020/12/10, 54, 61, 65, 32, 51
2020/12/11, 51, 79, 57, 34, 
2020/12/12, 65, 85, 45, 33, 
2020/12/13, 70, 77, 48, , 
2020/12/14, 64, 91, 48, 29, 51
2020/12/15, 75, 83, 61, 28, 51
2020/12/16, 68, 69, 61, 24, 51
2020/12/17, 58, 72, 55, 26, 51
2020/12/18, 62, 94, 61, , 
2020/12/19, 80, 101, 61, , 
2020/12/20, 84, 85, 73, 26, 51
2020/12/21, 70, 80, 73, 34, 
2020/12/22, 66, 100, 69, 36, 51
2020/12/23, 82, 104, 69, 36, 
2020/12/24, 86, 103, 58, 36, 51
2020/12/25, 85, 102, 69, 35, 51
2020/12/26, 84, 103, 69, 32, 
2020/12/27, 85, 96, 75, 32, 51
2020/12/28, 80, 75, 75, 24, 51
2020/12/29, 62, 80, 71, 19, 51
2020/12/30, 65, 100, 71, 25, 55
2020/12/31, 83, 106, 69, 29, 104
2021/1/1, 89, 93, 69, , 
2021/1/2, 76, 97, 67, 30, 104
2021/1/3, 80, 98, 63, 30, 104
2020/7/1, 14, 16, 59, 8, 36
2020/7/2, 15, 16, 63, , 
2020/7/4, 15, 17, 63, 9, 39
2020/7/5, 17, 24, 63, , 
2020/7/6, 28, 26, 50, , 
2020/7/7, 25, 21, 48, 10, 51
2020/7/8, 21, 21, 46, 10, 51
2020/7/9, 21, 23, 55, , 
2020/7/10, 22, 27, 59, , 
2020/7/11, 25, 21, 59, , 
2020/7/12, 28, 19, 57, 7, 51
2020/7/13, 29, 18, 61, 7, 51
2020/7/14, 17, 16, 61, , 
2020/7/19, 22, 23, 57, , 
2020/7/20, 22, 26, 63, , 
2020/7/21, 25, 26, 65, , 
2020/7/22, 24, 22, 65, 10, 51
2020/7/23, 22, 18, 44, 10, 
2020/7/25, 20, 19, 55, 11, 
2020/7/27, 17, 17, 61, 7, 51
2020/7/28, 17, 19, 61, 10, 51
2020/7/29, 20, 22, 53, 10, 51
2020/7/30, 20, 19, 57, 10, 51
2020/7/31, 18, 18, 61, , 
2020/8/1, 18, 20, 61, 13, 
2020/8/2, 22, 17, 51, 12, 51
2020/8/3, 20, 15, 51, , 
2020/8/5, 15, 16, 16, 7, 51
2020/8/6, 17, 18, 53, 7, 51
2020/8/7, 18, 20, 55, , 
2020/8/9, 26, 30, , , 
2020/8/10, 28, 30, 51, , 
2020/8/11, 28, 25, 55, 10, 51
2020/8/12, 23, 22, 55, 10, 51
2020/8/13, 24, 18, 34, , 
2020/8/14, 25, 18, 48, , 
2020/8/16, 22, 23, 57, 10, 
2020/8/17, 22, 21, 51, 10, 51
2020/8/18, 21, 21, 51, , 
2020/8/20, 18, 18, 48, 10, 51
2020/8/21, 17, 18, 53, 10, 
2020/8/24, 19, 19, 59, 10, 51
2020/8/25, 18, 22, 59, , 
2020/8/26, 24, 24, 57, 10, 51
2020/8/27, 23, 21, 57, 10, 
2020/8/28, 21, 18, 55, 10, 51
2020/8/29, 18, 22, 46, 12, 
2020/8/30, 25, 27, 55, 12, 
2020/8/31, 25, 24, 57, 12, 
2020/9/1, 23, 23, 63, 10, 51
2020/9/2, 22, 30, 63, 11, 51
2020/9/3, 28, 35, 59, 13, 51
2020/9/4, 33, 37, 63, 12, 51
2020/9/5, 35, 34, 63, 13, 51
2020/9/6, 31, 29, 57, 14, 51
2020/9/7, 28, 26, 59, 14, 51
2020/9/8, 25, 30, 59, 14, 51
2020/9/9, 31, 28, 55, 14, 51
2020/9/10, 26, 26, 55, 17, 51
2020/9/11, 25, 25, 55, 17, 51
2020/9/12, 24, 22, 48, 11, 51
2020/9/13, 22, 25, 55, 12, 
2020/9/14, 23, 19, 55, 10, 51
2020/9/15, 18, 21, 53, 10, 51
2020/9/16, 20, 23, 53, 10, 51
2020/9/17, 23, 24, 55, 11, 51
2020/9/18, 22, 24, 55, 12, 
2020/9/19, 22, 25, 48, 13, 
2020/9/20, 22, 27, 55, 12, 51
2020/9/21, 25, 27, 55, 12, 
2020/9/22, 26, 22, 51, 12, 
2020/9/23, 25, 17, 51, , 
2020/9/26, 23, 32, 51, 11, 
2020/9/27, 29, 35, 44, 11, 51
2020/9/28, 32, 29, 53, 10, 51
2020/9/29, 27, 30, 55, 12, 51
2020/9/30, 28, 38, 55, 12, 51
2020/4/1, 39, 39, 51, 6, 38
2020/4/2, 41, 43, 49, 5, 36
2020/4/3, 45, 60, 46, 5, 39
2020/4/4, 60, 56, 54, 5, 38
2020/4/5, 56, 42, 36, 5, 37
2020/4/6, 44, 40, 44, 5, 38
2020/4/7, 42, 43, 48, 4, 29
2020/4/8, 44, 54, 48, 4, 34
2020/4/9, 57, 57, 50, 5, 39
2020/4/10, 57, 59, 38, 5, 42
2020/4/11, 60, 58, 47, 6, 43
2020/4/12, 58, 55, 40, 5, 43
2020/4/13, 56, 58, 44, 5, 43
2020/4/14, 58, 54, 79, 5, 46
2020/4/15, 56, 45, 52, 5, 43
2020/4/16, 46, 39, 40, 4, 44
2020/4/17, 41, 42, 44, 4, 45
2020/4/18, 43, 46, 42, 4, 44
2020/4/19, 47, 38, 44, 5, 44
2020/4/20, 40, 42, 54, 6, 44
2020/4/21, 43, 37, 55, 5, 42
2020/4/22, 39, 48, 52, 4, 45
2020/4/23, 49, 39, 67, 5, 44
2020/4/24, 41, 36, 58, 4, 42
2020/4/25, 38, 35, 58, 5, 40
2020/4/26, 37, 39, 47, 5, 42
2020/4/27, 40, 42, 57, 5, 43
2020/4/28, 43, 50, 48, 5, 44
2020/4/29, 51, 45, 46, 5, 44
2020/4/30, 46, 42, 57, 5, 40
2020/5/1, 43, 44, 59, 5, 37
2020/5/2, 46, 42, 60, 5, 35
2020/5/3, 43, 34, 42, 6, 32
2020/5/4, 36, 33, 70, 6, 31
2020/5/5, 35, 53, 74, 6, 30
2020/5/6, 54, 48, 47, 5, 31
2020/5/7, 49, 39, 51, 5, 34
2020/5/8, 41, 44, 54, 5, 36
2020/5/9, 45, 47, 49, 5, 40
2020/5/10, 48, 39, 43, 5, 39
2020/5/11, 41, 35, 75, 7, 33
2020/5/12, 37, 49, 57, 7, 32
2020/5/13, 50, 46, 55, 6, 34
2020/5/14, 47, 32, 92, 9, 35
2020/5/15, 35, 40, 76, 10, 37
2020/5/16, 42, 55, 70, 7, 38
2020/5/17, 56, 67, 80, 7, 33
2020/5/18, 67, 56, 78, 6, 37
2020/5/19, 57, 43, 72, 6, 32
2020/5/20, 45, 37, 64, 5, 33
2020/5/21, 39, 36, 72, 5, 35
2020/5/22, 38, 37, 81, 6, 40
2020/5/23, 39, 40, 87, 6, 37
2020/5/24, 42, 42, 77, 6, 39
2020/5/25, 43, 41, 80, 6, 41
2020/5/26, 43, 37, 77, 5, 40
2020/5/27, 39, 32, 82, 4, 39
2020/5/28, 34, 33, 84, 5, 40
2020/5/29, 35, 24, 76, 5, 41
2020/5/30, 27, 26, 59, 6, 45
2020/5/31, 29, 18, 61, 5, 43
2020/6/1, 21, 15, 71, 9, 41
2020/6/2, 19, 12, 61, 8, 40
2020/6/3, 15, 18, 54, 5, 41
2020/6/4, 17, 25, 73, 6, 46
2020/6/5, 23, 33, 75, 4, 41
2020/6/6, 31, 29, 72, 4, 42
2020/6/7, 28, 28, 66, 4, 35
2020/6/8, 26, 25, 77, 7, 35
2020/6/9, 23, 28, 77, 8, 35
2020/6/10, 27, 25, 73, 8, 38
2020/6/11, 24, 20, 68, 8, 51
2020/6/12, 19, 17, 67, 9, 42
2020/6/13, 16, 16, 69, 8, 42
2020/6/14, 15, 16, 69, 8, 40
2020/6/15, 15, 16, 72, 9, 39
2020/6/16, 15, 17, 64, 8, 40
2020/6/17, 16, 17, 65, 8, 43
2020/6/18, 16, 23, 70, 8, 41
2020/6/19, 21, 39, 72, 8, 41
2020/6/20, 37, 44, 77, 8, 45
2020/6/21, 41, 29, 61, 8, 33
2020/6/22, 27, 34, 68, , 
2020/6/24, 28, 26, 66, 9, 44
2020/6/25, 24, 25, 20, 10, 39
2020/6/26, 23, 26, 39, , 
2020/6/27, 25, 22, 15, 10, 50
2020/6/28, 21, 25, 62, 8, 38
2020/6/29, 23, 18, 56, 10, 38
2020/6/30, 17, 15, 65, 8, 33
2020/1/1, 52, 63, 65, 17, 26
2020/1/2, 65, 88, 85, 11, 40
2020/1/3, 89, 96, 91, 17, 44
2020/1/4, 95, 103, 74, 23, 50
2020/1/5, 103, 93, 73, 21, 48
2020/1/6, 91, 89, 71, 24, 51
2020/1/7, 87, 64, 81, 14, 65
2020/1/8, 64, 52, 76, 12, 68
2020/1/9, 52, 72, 21, 24, 90
2020/1/10, 71, 87, 28, 23, 77
2020/1/11, 85, 97, 25, 24, 84
2020/1/12, 95, 80, 10, 20, 78
2020/1/13, 79, 56, 36, 13, 78
2020/1/14, 57, 56, 37, 16, 90
2020/1/15, 57, 53, 32, 16, 75
2020/1/16, 54, 44, 88, 19, 16
2020/1/17, 45, 60, 76, 29, 11
2020/1/18, 61, 69, 69, 25, 25
2020/1/19, 69, 69, 61, 19, 36
2020/1/20, 69, 57, 32, 18, 49
2020/1/21, 57, 51, 52, 18, 45
2020/1/22, 52, 63, 58, 30, 21
2020/1/23, 63, 69, 29, 33, 18
2020/1/24, 68, 77, 28, 35, 16
2020/1/25, 77, 78, 28, 27, 13
2020/1/26, 77, 66, 70, 19, 16
2020/1/27, 66, 43, 79, 12, 23
2020/1/28, 44, 29, 85, 11, 24
2020/1/29, 32, 48, 40, 19, 35
2020/1/30, 49, 62, 39, 22, 30
2020/1/31, 63, 75, 34, 21, 22
2020/2/1, 74, 78, 32, 19, 19
2020/2/2, 77, 65, 33, 14, 21
2020/2/3, 65, 50, 46, 15, 16
2020/2/4, 51, 69, 35, 18, 19
2020/2/5, 69, 71, 40, 18, 12
2020/2/6, 71, 55, 41, 17, 6
2020/2/7, 55, 61, 44, 20, 20
2020/2/8, 61, 78, 47, 23, 58
2020/2/9, 78, 65, 48, 17, 62
2020/2/10, 65, 56, 42, 21, 69
2020/2/11, 56, 66, 36, 27, 77
2020/2/12, 66, 69, 38, 33, 72
2020/2/13, 69, 79, 31, 35, 41
2020/2/14, 78, 76, 35, 28, 40
2020/2/15, 76, 75, 40, 20, 37
2020/2/16, 75, 85, 34, 25, 38
2020/2/17, 84, 90, 28, 39, 38
2020/2/18, 88, 80, 37, 24, 38
2020/2/19, 79, 84, 32, 22, 39
2020/2/20, 83, 84, 38, 24, 32
2020/2/21, 82, 86, 38, 28, 39
2020/2/22, 85, 81, 24, 23, 48
2020/2/23, 80, 76, 76, 21, 58
2020/2/24, 76, 68, 76, 21, 52
2020/2/25, 68, 61, 83, 25, 52
2020/2/26, 61, 63, 83, 36, 40
2020/2/27, 64, 71, 36, 35, 33
2020/2/28, 71, 68, 71, 28, 66
2020/2/29, 68, 58, 79, 25, 39
2020/3/1, 59, 58, 79, 23, 43
2020/3/2, 59, 46, 70, 17, 36
2020/3/3, 48, 45, 78, 14, 38
2020/3/4, 46, 78, 54, 14, 45
2020/3/5, 77, 71, 45, 9, 59
2020/3/6, 71, 56, 45, 8, 39
2020/3/7, 56, 63, 28, 12, 37
2020/3/8, 63, 65, 34, 16, 48
2020/3/9, 65, 59, 34, 14, 70
2020/3/10, 59, 44, 29, 9, 92
2020/3/11, 45, 35, 29, 10, 105
2020/3/12, 37, 39, 76, 11, 100
2020/3/13, 41, 71, 55, 19, 79
