Date	Dollar	Pound	Euro   Yen
28-Apr-2004	44.1800	78.9607	52.5300	40.4400
27-Apr-2004	44.1800	78.8834	52.3800	40.6900
23-Apr-2004	44.1600	78.3222	52.6200	40.3300
22-Apr-2004	44.0400	77.9354	52.0200	40.2700
21-Apr-2004	44.0000	78.4454	52.0500	40.4100
20-Apr-2004	44.0000	79.1516	52.4700	40.6500
19-Apr-2004	43.8600	79.1147	52.8100	40.6300
16-Apr-2004	43.8900	78.6553	52.6300	40.4700
15-Apr-2004	43.9000	78.5108	52.4700	40.4000
13-Apr-2004	43.7600	80.2865	52.6000	41.5300
12-Apr-2004	43.6500	79.9930	52.6500	41.0800
08-Apr-2004	43.6200	80.4440	53.1900	41.2900
07-Apr-2004	43.5600	79.9653	52.5300	41.1700
06-Apr-2004	43.7800	79.7803	52.6100	41.1100
05-Apr-2004	43.6700	79.7130	52.7800	41.6400
02-Apr-2004	43.7700	81.0117	53.9600	41.9800
31-Mar-2004	43.3900	79.6011	53.1000	41.6500
29-Mar-2004	44.1200	79.7954	53.2300	41.8000
26-Mar-2004	44.7300	80.9546	54.2400	42.1800
25-Mar-2004	44.7500	81.6441	54.3200	42.2800
24-Mar-2004	44.7600	82.7791	55.1900	41.9400
23-Mar-2004	44.9300	83.0598	55.5100	42.0900
22-Mar-2004	45.1500	82.8119	55.3800	42.0700
19-Mar-2004	45.2200	83.0081	56.0300	42.1700
18-Mar-2004	45.2200	82.5740	55.5200	42.2000
17-Mar-2004	45.2500	82.1898	55.5000	41.8000
16-Mar-2004	45.2400	81.7238	55.5700	41.0800
15-Mar-2004	45.2500	81.7238	55.3800	40.7500
12-Mar-2004	45.2700	81.2664	55.5200	40.7200
11-Mar-2004	45.2500	81.5156	55.2600	40.8800
10-Mar-2004	45.2300	82.6194	55.6400	40.6100
09-Mar-2004	45.2100	83.9120	56.2700	40.6300
08-Mar-2004	45.2500	83.6378	56.0400	40.3600
05-Mar-2004	45.3100	82.6024	55.3200	40.7300
04-Mar-2004	45.3000	82.8831	55.2400	41.1100
03-Mar-2004	45.2400	82.9272	55.1200	41.0900
01-Mar-2004	45.2400	84.6780	56.6500	41.4200
27-Feb-2004	45.2600	84.3352	56.2900	41.3600
26-Feb-2004	45.2400	84.8499	56.5300	41.5800
25-Feb-2004	45.2700	85.5535	57.4200	41.8600
24-Feb-2004	45.2900	84.4409	56.7700	41.6700
23-Feb-2004	45.2900	84.2235	56.6800	41.6800
20-Feb-2004	45.2700	85.6757	57.5000	42.1100
19-Feb-2004	45.2800	85.6630	57.5700	42.3700
17-Feb-2004	45.2900	85.4781	57.8100	42.8000
16-Feb-2004	45.2500	85.2374	57.6300	42.9000
13-Feb-2004	45.2600	85.8288	58.0600	42.9400
12-Feb-2004	45.2500	85.5768	58.0400	42.9500
11-Feb-2004	45.2600	84.6475	57.5000	42.9100
10-Feb-2004	45.2500	84.3980	57.6700	42.8900
09-Feb-2004	45.2700	83.8604	57.6300	42.8300
06-Feb-2004	45.2800	83.0050	56.7900	42.6700
05-Feb-2004	45.2700	82.9007	56.7400	42.9200
04-Feb-2004	45.3100	83.2843	56.8400	42.9900
03-Feb-2004	45.3000	82.5706	56.4700	42.9200
30-Jan-2004	45.3100	82.1674	56.1300	42.7500
29-Jan-2004	45.3500	82.3987	56.5100	42.7800
28-Jan-2004	45.3400	82.9065	57.3100	42.8800
27-Jan-2004	45.3600	82.2626	56.5700	42.7400
23-Jan-2004	45.3600	83.6393	57.7100	42.7100
22-Jan-2004	45.4000	83.2568	57.4900	42.4900
21-Jan-2004	45.3900	82.7255	57.1500	42.3400
20-Jan-2004	45.4200	81.2178	56.2900	42.2500
19-Jan-2004	45.4100	81.6676	56.2500	42.6200
16-Jan-2004	45.4500	82.8894	57.2100	42.8300
15-Jan-2004	45.4300	83.2664	57.5200	42.7700
14-Jan-2004	45.4100	83.7951	57.8100	42.7600
13-Jan-2004	45.4300	84.0251	57.9800	42.6400
12-Jan-2004	45.4200	83.8862	58.3000	42.6700
09-Jan-2004	45.5000	83.3765	57.9500	42.5200
08-Jan-2004	45.5400	82.7348	57.3600	42.9000
07-Jan-2004	45.6300	83.0694	58.0700	42.9500
06-Jan-2004	45.6200	82.5631	57.8800	42.9900
05-Jan-2004	45.6200	81.9061	57.7500	42.6700
02-Jan-2004	45.5900	81.2687	57.3000	42.6400
01-Jan-2004	45.6100	81.5735	57.4100	42.4700
31-Dec-2003	45.6100	81.1721	57.3100	42.6800
30-Dec-2003	45.6400	80.9791	57.0200	42.6400
29-Dec-2003	45.6600	81.0351	56.8800	42.6700
26-Dec-2003	45.5800	80.8361	56.7700	42.5800
24-Dec-2003	45.5900	80.4436	56.5700	42.4600
23-Dec-2003	45.6000	80.4703	56.5600	42.4500
22-Dec-2003	45.5200	80.3542	56.4500	42.3000
19-Dec-2003	45.5200	80.6296	56.5400	42.2800
18-Dec-2003	45.5200	80.4384	56.4500	42.3100
17-Dec-2003	45.5400	79.7929	56.0800	42.3500
16-Dec-2003	45.5600	79.5386	56.1900	42.2700
15-Dec-2003	45.5600	79.4339	55.5600	42.1800
12-Dec-2003	45.5300	79.5045	55.6200	42.1600
11-Dec-2003	45.5400	79.2350	55.5100	42.1000
10-Dec-2003	45.5800	79.4687	55.6200	42.4400
09-Dec-2003	45.5400	79.0119	55.6900	42.4800
08-Dec-2003	45.5600	78.7801	55.4100	42.3400
05-Dec-2003	45.6200	78.6033	55.1400	42.1000
04-Dec-2003	45.6200	78.6169	55.0300	42.1200
03-Dec-2003	45.6200	78.9591	55.1500	42.0200
02-Dec-2003	45.7100	78.5961	54.7700	41.7500
01-Dec-2003	45.7800	78.8332	54.8200	41.8500
28-Nov-2003	45.9400	78.7825	54.8000	42.0200
27-Nov-2003	45.8900	78.4994	54.7300	42.0700
25-Nov-2003	45.9300	77.9593	54.1800	41.9900
24-Nov-2003	45.8700	78.2038	54.6400	42.1300
21-Nov-2003	45.8400	77.9624	54.5200	42.0600
20-Nov-2003	45.7100	77.6681	54.4900	41.9500
19-Nov-2003	45.5400	77.5387	54.4700	42.1400
18-Nov-2003	45.5400	77.1265	53.6200	41.8400
17-Nov-2003	45.4100	76.6566	53.5000	41.4500
14-Nov-2003	45.3500	76.6347	53.4300	41.9700
13-Nov-2003	45.3900	76.0714	52.8600	41.8600
12-Nov-2003	45.3200	75.7275	52.4100	41.6800
11-Nov-2003	45.2900	75.5800	51.9800	41.5200
10-Nov-2003	45.2700	75.7978	52.1700	41.3500
07-Nov-2003	45.2900	75.5347	51.7000	41.1200
06-Nov-2003	45.2900	75.9196	51.8700	41.1900
05-Nov-2003	45.3200	76.4435	52.0900	41.3600
04-Nov-2003	45.3600	75.8986	51.9200	41.1500
03-Nov-2003	45.3300	76.8457	52.4700	41.1600
31-Oct-2003	45.3200	76.8695	52.6600	41.5900
30-Oct-2003	45.3200	77.0327	52.8600	41.9200
29-Oct-2003	45.3100	77.0927	52.9900	41.9600
28-Oct-2003	45.4000	76.8350	53.1700	41.9300
27-Oct-2003	45.3400	76.8082	53.2900	41.7600
24-Oct-2003	45.3300	76.8185	53.5100	41.2700
23-Oct-2003	45.3300	76.7210	53.5900	41.3800
22-Oct-2003	45.3700	76.0946	53.0700	41.4200
21-Oct-2003	45.3100	75.7085	52.7100	41.2500
20-Oct-2003	45.3500	75.9431	52.8200	41.3500
17-Oct-2003	45.3500	75.8297	52.5000	41.2500
16-Oct-2003	45.2900	75.5528	52.6500	41.2700
15-Oct-2003	45.7100	76.5117	53.6200	41.9600
14-Oct-2003	45.5900	75.4309	52.8400	41.5200
13-Oct-2003	45.3500	75.4125	53.3700	41.8000
10-Oct-2003	45.3800	75.4397	53.1200	41.6300
09-Oct-2003	45.3300	75.6286	53.7300	41.5500
08-Oct-2003	45.2900	75.3354	53.5100	41.3200
07-Oct-2003	45.3600	75.9236	53.1600	40.8800
06-Oct-2003	45.4200	75.4154	52.4200	41.0000
03-Oct-2003	45.4600	75.9227	53.1600	41.0500
01-Oct-2003	45.6800	75.9316	53.3500	41.0800
29-Sep-2003	45.8500	76.0652	52.5400	41.2000
26-Sep-2003	45.8700	76.1029	52.6300	40.8900
25-Sep-2003	45.8200	75.9398	52.6800	40.9100
24-Sep-2003	45.8400	75.5466	52.4300	40.8300
23-Sep-2003	45.7500	75.3891	52.4900	40.8600
22-Sep-2003	45.7900	75.2673	52.3200	40.7300
19-Sep-2003	45.9300	74.2849	51.7400	39.8400
18-Sep-2003	46.0800	74.2441	52.0000	39.7600
17-Sep-2003	45.9400	72.9642	51.2500	39.5600
16-Sep-2003	45.8500	73.4494	51.7400	39.2500
15-Sep-2003	45.7700	73.4746	51.5100	39.0000
12-Sep-2003	45.7800	72.9962	51.1800	39.1100
11-Sep-2003	45.7200	72.8457	51.4400	39.0200
10-Sep-2003	45.7700	72.8819	51.3600	39.1800
09-Sep-2003	45.8100	72.6661	50.9000	39.3300
08-Sep-2003	45.8500	72.7571	50.7800	39.1100
05-Sep-2003	45.9400	72.8287	50.3100	39.3200
04-Sep-2003	45.9200	72.1197	49.7400	39.3200
03-Sep-2003	45.8800	71.8320	49.5000	39.4300
02-Sep-2003	45.8700	71.8691	50.0400	39.2800
01-Sep-2003	45.8300	72.4045	50.4400	39.2800
29-Aug-2003	45.8500	72.3261	49.9100	39.1700
28-Aug-2003	45.8300	71.8248	49.6900	39.0000
27-Aug-2003	45.8400	72.0284	49.8100	38.9800
26-Aug-2003	45.8700	71.9815	49.7700	39.0200
25-Aug-2003	45.8600	72.2043	49.8800	38.9900
22-Aug-2003	45.8600	72.2685	50.0100	38.9100
21-Aug-2003	45.8400	72.8902	50.7200	38.8000
20-Aug-2003	45.8200	72.7118	50.9300	38.6900
19-Aug-2003	45.8400	72.7206	50.9700	38.3900
18-Aug-2003	45.8600	73.1742	51.4800	38.3900
14-Aug-2003	45.9100	73.8371	51.9700	38.4700
13-Aug-2003	45.9200	73.3916	51.6400	38.5600
12-Aug-2003	45.9300	73.8508	52.2000	38.6700
11-Aug-2003	45.9600	73.5774	51.8400	38.7700
08-Aug-2003	46.0300	74.4121	52.3100	38.7000
07-Aug-2003	46.0200	73.8943	52.1000	38.3000
06-Aug-2003	46.0800	74.4791	52.5700	38.4500
05-Aug-2003	46.1200	74.3593	52.4100	38.3200
04-Aug-2003	46.1100	74.2970	51.9800	38.4500
01-Aug-2003	46.1600	74.2045	51.7800	38.3300
31-Jul-2003	46.1400	74.4054	52.3100	38.4500
30-Jul-2003	46.1200	74.8597	52.7700	38.4600
29-Jul-2003	46.1200	75.1364	53.0800	38.6600
28-Jul-2003	46.1300	74.6291	52.8700	38.7200
25-Jul-2003	46.1600	74.5115	52.8800	38.7100
24-Jul-2003	46.1500	74.2853	53.0100	38.8400
23-Jul-2003	46.1800	73.7702	52.4500	38.8000
22-Jul-2003	46.2600	73.8957	52.3900	38.8000
21-Jul-2003	46.2600	73.1556	52.1700	39.0800
18-Jul-2003	46.2300	73.7530	51.9300	38.8300
17-Jul-2003	46.2600	73.8865	51.9000	39.1400
16-Jul-2003	46.2000	73.4996	51.5100	39.0600
15-Jul-2003	46.1200	74.3639	52.0700	39.2100
14-Jul-2003	46.0600	74.9903	51.9000	39.1200
11-Jul-2003	46.1400	75.3697	52.2800	39.1400
10-Jul-2003	46.2100	75.5071	52.4700	39.2200
09-Jul-2003	46.2900	75.6610	52.4700	39.1400
08-Jul-2003	46.2900	76.3392	52.4600	39.2400
07-Jul-2003	46.2800	77.1233	53.0100	39.2500
04-Jul-2003	46.3300	77.2205	53.1100	39.1700
03-Jul-2003	46.4100	77.2680	53.4800	39.2500
02-Jul-2003	46.4600	77.3420	53.7000	39.0100
01-Jul-2003	46.4800	76.9430	53.5700	38.7600
30-Jun-2003	46.4700	76.7545	53.1200	38.7800
27-Jun-2003	46.4900	77.1269	53.1300	38.8500
26-Jun-2003	46.5400	77.6148	53.4500	39.3400
25-Jun-2003	46.6200	77.5897	53.6600	39.6300
24-Jun-2003	46.6000	77.6962	53.8200	39.5000
23-Jun-2003	46.5800	77.5487	53.9100	39.3600
20-Jun-2003	46.5400	78.1569	54.5200	39.3600
19-Jun-2003	46.5800	77.9842	54.1700	39.2900
18-Jun-2003	46.5800	78.4570	54.8500	39.3900
17-Jun-2003	46.6400	78.5091	55.3400	39.6600
16-Jun-2003	46.6300	78.0889	55.3300	39.6200
13-Jun-2003	46.6900	78.0260	54.9600	39.7100
12-Jun-2003	46.6800	77.1527	54.9100	39.6500
11-Jun-2003	46.7300	77.3615	54.7600	39.6600
10-Jun-2003	46.8200	77.1921	54.9000	39.6400
09-Jun-2003	46.9000	78.0088	54.8200	39.6200
06-Jun-2003	46.8200	77.9132	55.4400	39.7300
05-Jun-2003	46.9100	76.5735	54.6900	39.5500
04-Jun-2003	46.8800	76.3863	54.9200	39.5000
03-Jun-2003	47.0300	77.0281	55.3000	39.7100
02-Jun-2003	47.1600	76.9557	55.2600	39.6100
30-May-2003	47.0300	77.7288	55.8300	39.7500
29-May-2003	47.0300	76.8846	55.2200	39.5100
28-May-2003	46.9600	77.1482	55.5600	40.0900
27-May-2003	46.8400	76.7661	55.4700	40.0300
26-May-2003	46.9000	76.8785	55.4100	40.1500
23-May-2003	46.9400	76.6178	54.8100	40.0100
22-May-2003	46.9100	76.5853	54.5800	39.8700
21-May-2003	46.7600	76.7776	54.8000	40.0900
20-May-2003	46.9400	76.6202	54.7700	40.0600
19-May-2003	47.0600	76.7784	55.0600	40.8400
14-May-2003	47.1400	75.8200	54.1600	40.4300
13-May-2003	47.1700	75.8659	54.2700	40.4500
12-May-2003	47.1600	75.9017	54.5300	40.3600
09-May-2003	47.1900	75.6998	54.2200	40.2500
08-May-2003	47.2600	75.5262	53.5300	40.5600
07-May-2003	47.2700	76.2607	53.9200	40.1500
06-May-2003	47.3100	76.0059	53.4100	39.9000
05-May-2003	47.3500	75.8902	53.0800	39.8000
02-May-2003	47.3600	76.1951	53.1800	39.8900
30-Apr-2003	47.3500	75.5919	52.7100	39.6700
29-Apr-2003	47.3700	75.3751	51.9800	39.4800
28-Apr-2003	47.3600	75.6671	52.4200	39.4500
25-Apr-2003	47.3500	75.4357	52.1600	39.2900
24-Apr-2003	47.3400	75.2659	52.1600	39.5300
23-Apr-2003	47.3300	74.5992	51.9100	39.3900
22-Apr-2003	47.3700	74.0772	51.5500	39.2900
21-Apr-2003	47.3500	74.4887	51.5000	39.4300
17-Apr-2003	47.3700	74.9322	51.8200	39.7900
16-Apr-2003	47.3600	74.3860	51.2000	39.3800
10-Apr-2003	47.4100	74.1706	51.1500	39.5400
09-Apr-2003	47.4600	73.7552	51.0000	39.5700
08-Apr-2003	47.4200	73.6385	50.6700	39.6200
07-Apr-2003	47.3900	73.6796	50.3200	39.2600
04-Apr-2003	47.4000	74.3445	50.8300	39.4700
03-Apr-2003	47.4100	74.3815	51.0900	39.9800
31-Mar-2003	47.5000	74.9194	51.4400	39.8300
28-Mar-2003	47.5500	74.4039	50.8100	39.6100
27-Mar-2003	47.5400	74.9920	50.8600	39.6700
26-Mar-2003	47.5800	74.8862	50.6200	39.6400
25-Mar-2003	47.6500	75.1726	50.9600	39.8500
24-Mar-2003	47.6600	74.7047	50.6100	39.4200
21-Mar-2003	47.7000	74.6505	50.5800	39.6100
20-Mar-2003	47.7900	74.8678	50.6200	39.8200
19-Mar-2003	47.6700	74.5106	50.6600	40.1500
17-Mar-2003	47.6600	75.6769	51.6000	40.4500
13-Mar-2003	47.6600	76.4443	51.8400	40.3600
12-Mar-2003	47.6600	76.5396	52.5300	40.5700
11-Mar-2003	47.6500	76.3615	52.5400	40.6600
10-Mar-2003	47.6600	76.1750	52.5300	40.8000
07-Mar-2003	47.6700	76.4102	52.4100	40.6200
06-Mar-2003	47.6400	76.3026	52.2400	40.6000
05-Mar-2003	47.6300	75.6722	52.2400	40.5600
04-Mar-2003	47.6500	75.4252	52.0400	40.5500
03-Mar-2003	47.6600	75.0716	51.3800	40.3700
28-Feb-2003	47.6700	75.2256	51.2500	40.5000
27-Feb-2003	47.6800	75.5966	51.4600	40.7500
26-Feb-2003	47.6900	75.0593	51.2900	40.5900
25-Feb-2003	47.7600	75.7951	51.5700	40.6900
24-Feb-2003	47.7100	75.2912	51.1800	40.2100
21-Feb-2003	47.7400	76.0594	51.6500	40.3100
20-Feb-2003	47.7100	76.3622	51.3500	40.1000
19-Feb-2003	47.7000	76.0600	51.1700	40.0700
18-Feb-2003	47.7400	76.4198	51.2100	40.0300
17-Feb-2003	47.7600	76.6572	51.2000	39.6000
14-Feb-2003	47.8600	77.6433	51.8800	39.7500
12-Feb-2003	47.7900	77.3840	51.3400	39.5700
11-Feb-2003	47.7100	77.5311	51.1500	39.2900
10-Feb-2003	47.6900	77.7514	51.5300	39.5900
07-Feb-2003	47.7200	77.9912	51.5900	39.8100
06-Feb-2003	47.7300	78.3989	51.5100	39.7900
05-Feb-2003	47.7600	78.9449	52.0300	40.0000
04-Feb-2003	47.7800	78.5575	51.4800	39.8000
03-Feb-2003	47.7800	78.6554	51.3100	39.7300
31-Jan-2003	47.8000	79.0325	51.6300	40.1300
30-Jan-2003	47.8200	78.7380	51.7900	40.3300
29-Jan-2003	47.8600	78.8757	52.0400	40.5800
28-Jan-2003	47.9200	78.2845	51.8600	40.4000
27-Jan-2003	47.8900	78.2523	51.9000	40.6300
24-Jan-2003	47.8700	77.9443	51.5500	40.5900
23-Jan-2003	47.9100	77.5112	51.3800	40.4300
22-Jan-2003	47.9100	77.4393	51.4100	40.5400
21-Jan-2003	47.9500	76.9861	51.0500	40.3600
20-Jan-2003	47.9100	77.1902	50.9800	40.5300
17-Jan-2003	47.9400	77.2985	50.9000	40.6300
16-Jan-2003	47.9600	76.8919	50.7000	40.5900
15-Jan-2003	47.9400	76.9173	50.5400	40.5500
14-Jan-2003	47.9000	76.7909	50.5700	40.3100
13-Jan-2003	47.9500	77.1084	50.6500	40.2200
10-Jan-2003	47.9600	77.0214	50.3500	40.0300
09-Jan-2003	47.9700	77.4452	50.4300	40.3200
08-Jan-2003	47.9800	76.9647	50.0100	40.0100
07-Jan-2003	47.9900	77.1031	50.1200	40.1900
06-Jan-2003	48.0000	77.2344	50.1100	40.2100
03-Jan-2003	48.0200	76.5247	49.7600	39.9900
02-Jan-2003	48.0100	77.2145	50.2700	40.3400
01-Jan-2003	47.9900	77.3359	50.3100	40.3900
31-Dec-2002	48.0300	77.0425	50.3400	40.5300
30-Dec-2002	47.9600	76.9734	50.0600	39.9900
27-Dec-2002	48.0300	77.0281	49.9100	40.0300
26-Dec-2002	48.0300	76.6343	49.5700	39.9400
24-Dec-2002	48.0100	76.4055	49.2900	39.8900
23-Dec-2002	47.9900	76.9280	49.3000	39.9100
20-Dec-2002	48.0500	76.9929	49.3500	39.8200
19-Dec-2002	48.1100	76.9880	49.3400	39.7100
18-Dec-2002	48.1500	77.0015	49.4800	39.7100
17-Dec-2002	48.1300	76.7553	49.4900	39.8400
16-Dec-2002	48.1600	76.5864	49.2200	39.9200
13-Dec-2002	48.1800	76.0088	49.0400	39.2700
12-Dec-2002	48.2200	75.9296	48.6300	39.1000
11-Dec-2002	48.1900	75.7499	48.6000	39.1100
10-Dec-2002	48.1900	76.1233	48.6600	39.0000
09-Dec-2002	48.2200	76.1587	48.7500	39.3300
06-Dec-2002	48.2700	75.8804	48.3600	38.5500
05-Dec-2002	48.2400	75.6307	48.2200	38.5200
04-Dec-2002	48.2100	75.7692	48.1900	38.6200
03-Dec-2002	48.2500	75.0867	48.1000	38.7300
02-Dec-2002	48.3200	75.1883	47.9700	39.1800
29-Nov-2002	48.2700	74.8909	47.9600	39.4600
28-Nov-2002	48.2400	74.6152	47.7800	39.4600
27-Nov-2002	48.2100	74.9135	47.9100	39.6100
26-Nov-2002	48.2100	75.4631	47.8200	39.5400
25-Nov-2002	48.2000	75.9560	47.9800	39.3300
22-Nov-2002	48.2000	76.2452	48.3300	39.2700
21-Nov-2002	48.2100	75.8343	48.2400	39.3900
20-Nov-2002	48.2100	76.2031	48.3300	39.3900
18-Nov-2002	48.2000	76.2018	48.7000	39.8700
15-Nov-2002	48.2300	76.1769	48.4300	39.9800
14-Nov-2002	48.2800	76.5069	48.5800	40.0800
13-Nov-2002	48.2800	76.7290	48.8300	40.3800
12-Nov-2002	48.2700	76.5731	48.7300	40.3100
11-Nov-2002	48.2700	76.8096	48.8600	40.3300
08-Nov-2002	48.2700	76.2328	48.6600	39.8700
07-Nov-2002	48.3200	76.0000	48.5400	39.6900
06-Nov-2002	48.3200	75.4009	48.1800	39.4800
05-Nov-2002	48.3200	75.2270	48.2200	39.6200
01-Nov-2002	48.3400	75.6207	47.8700	39.4300
31-Oct-2002	48.4100	75.5075	47.7700	39.5300
30-Oct-2002	48.3900	75.3142	47.5400	39.2900
29-Oct-2002	48.4500	75.5408	47.6800	39.2300
28-Oct-2002	48.3900	74.9101	47.1400	38.7700
25-Oct-2002	48.3800	75.1535	47.3100	39.0000
24-Oct-2002	48.4300	74.9188	47.2000	39.0100
23-Oct-2002	48.3700	74.7462	47.2900	38.8900
22-Oct-2002	48.3600	74.6485	47.0600	38.6100
21-Oct-2002	48.3600	74.8589	47.0400	38.7000
18-Oct-2002	48.4100	74.8661	46.9800	38.6400
17-Oct-2002	48.3900	75.0456	47.3300	38.9200
16-Oct-2002	48.3400	75.1711	47.5000	38.8900
14-Oct-2002	48.3300	75.5277	47.7700	39.0200
11-Oct-2002	48.3300	75.6075	47.7000	38.9800
10-Oct-2002	48.3400	75.6594	47.8100	39.1600
09-Oct-2002	48.3400	75.1977	47.3500	39.0000
08-Oct-2002	48.3700	75.7377	47.5000	38.9500
07-Oct-2002	48.3600	75.7100	47.3300	39.0700
04-Oct-2002	48.3600	75.8575	47.6900	39.3900
03-Oct-2002	48.3600	75.9228	47.7500	39.3900
01-Oct-2002	48.3600	76.1017	47.7600	39.6100
27-Sep-2002	48.3800	75.3277	47.2500	39.5600
26-Sep-2002	48.3900	75.5078	47.3400	39.3700
25-Sep-2002	48.4100	75.5535	47.5100	39.4800
24-Sep-2002	48.4100	75.1420	47.3200	39.1400
23-Sep-2002	48.4200	75.2156	47.4900	39.3800
20-Sep-2002	48.4500	75.2453	47.6500	39.4600
19-Sep-2002	48.4200	75.0123	47.3400	39.7600
18-Sep-2002	48.4100	74.4231	46.9200	39.4700
17-Sep-2002	48.4100	74.3578	46.7500	39.4700
16-Sep-2002	48.4000	75.0006	46.9600	39.7000
13-Sep-2002	48.4500	75.6111	47.5800	40.5200
12-Sep-2002	48.4700	75.2351	47.2600	40.2700
11-Sep-2002	48.4500	75.3567	47.2700	40.4600
09-Sep-2002	48.5200	75.6403	47.6600	40.9600
06-Sep-2002	48.5300	76.0344	48.1800	41.0100
05-Sep-2002	48.4700	76.0131	48.1800	41.2000
04-Sep-2002	48.4500	75.8146	48.2600	41.3400
03-Sep-2002	48.4700	75.2642	47.8200	41.0900
02-Sep-2002	48.4800	74.9889	47.5600	40.8800
30-Aug-2002	48.5100	75.1565	47.7400	41.1000
29-Aug-2002	48.5000	74.5130	47.6100	41.0700
28-Aug-2002	48.4800	74.2883	47.5800	40.9300
27-Aug-2002	48.5000	74.0304	47.3000	40.8300
26-Aug-2002	48.5200	73.7407	47.0800	40.5400
23-Aug-2002	48.5200	73.6898	46.9700	40.3900
22-Aug-2002	48.5400	74.0915	47.4100	40.9000
21-Aug-2002	48.5400	74.4264	47.7400	41.2100
20-Aug-2002	48.5700	74.2198	47.4700	40.8100
19-Aug-2002	48.5600	74.8625	47.8600	41.1400
16-Aug-2002	48.5800	74.5266	47.6300	41.2900
14-Aug-2002	48.6000	74.7517	47.9300	41.4800
13-Aug-2002	48.6200	74.4348	47.5400	40.9000
12-Aug-2002	48.6200	74.2257	47.3400	40.5200
09-Aug-2002	48.6700	74.6257	47.1800	40.2800
08-Aug-2002	48.6600	74.8950	47.4600	40.4700
07-Aug-2002	48.6900	75.0021	47.1300	40.3100
06-Aug-2002	48.6800	75.8021	47.5800	40.5900
05-Aug-2002	48.6400	76.1848	47.8300	40.7800
02-Aug-2002	48.6500	75.9889	47.9800	40.8500
01-Aug-2002	48.6700	75.9982	47.5500	40.6400
31-Jul-2002	48.6800	76.4933	47.7700	40.6800
30-Jul-2002	48.7300	76.1138	47.7300	40.5500
29-Jul-2002	48.7000	76.2520	48.1000	40.8600
26-Jul-2002	48.6700	76.8329	48.6900	41.4100
25-Jul-2002	48.6800	76.8170	48.6900	41.8500
24-Jul-2002	48.6700	76.0858	48.2400	41.4600
23-Jul-2002	48.7000	76.5004	48.6100	41.5700
22-Jul-2002	48.7000	76.7731	49.2900	41.9300
19-Jul-2002	48.7400	77.1164	49.5500	42.0600
18-Jul-2002	48.7800	76.4724	49.1000	41.8300
17-Jul-2002	48.7800	76.7870	49.4000	42.1200
16-Jul-2002	48.8200	76.6865	49.1100	42.0200
15-Jul-2002	48.8300	75.9087	48.5500	42.0200
12-Jul-2002	48.7700	75.6301	48.1000	41.7100
11-Jul-2002	48.8100	75.6140	48.2700	41.4700
10-Jul-2002	48.7800	75.6358	48.4800	41.3700
09-Jul-2002	48.8200	75.2414	48.2300	41.1100
08-Jul-2002	48.8200	74.8704	48.1300	41.0500
05-Jul-2002	48.8200	74.1307	47.5600	40.5200
04-Jul-2002	48.7900	74.4755	47.6500	40.5800
03-Jul-2002	48.8100	74.6354	47.8800	40.5600
02-Jul-2002	48.8300	74.6342	48.0600	40.7200
01-Jul-2002	48.8400	74.8326	48.5500	40.8700
28-Jun-2002	48.8700	74.6123	48.2900	40.8900
27-Jun-2002	48.8500	74.5158	48.0700	40.7200
26-Jun-2002	48.8800	74.4198	48.3100	40.6300
25-Jun-2002	48.9000	73.3696	47.4800	40.1900
24-Jun-2002	48.9100	73.3161	47.5000	40.1500
21-Jun-2002	48.9200	73.3702	47.2300	39.6700
20-Jun-2002	48.9100	72.9835	46.8700	39.4800
19-Jun-2002	48.9600	73.1169	46.7200	39.4200
18-Jun-2002	48.9900	72.4562	46.3600	39.3300
17-Jun-2002	49.0000	72.3510	46.3400	39.4600
14-Jun-2002	49.0300	72.2555	46.3300	39.3000
13-Jun-2002	48.9900	71.9884	46.2400	38.9500
12-Jun-2002	48.9800	72.1647	46.4300	39.0600
11-Jun-2002	48.9800	71.5794	46.2300	39.2900
10-Jun-2002	49.0100	71.4223	46.1100	39.2500
07-Jun-2002	49.0200	71.6133	46.4600	39.4400
06-Jun-2002	49.0300	71.3362	45.8200	39.2400
05-Jun-2002	49.0400	71.5469	46.1100	39.5300
04-Jun-2002	49.0400	71.7627	46.1600	39.6600
03-Jun-2002	49.0200	71.4417	45.7200	39.4500
31-May-2002	49.0300	71.8265	45.9900	39.4900
30-May-2002	49.0100	71.6845	45.8800	39.4700
29-May-2002	48.9900	71.4421	45.5000	39.3400
28-May-2002	48.9900	71.3662	45.1500	39.2500
27-May-2002	48.9800	71.3467	45.0900	39.2600
24-May-2002	49.0100	71.2556	45.1100	39.2200
23-May-2002	49.0300	71.4048	45.3300	39.4800
22-May-2002	48.9800	71.4447	45.1400	39.2900
21-May-2002	49.0200	71.4442	45.0000	38.9400
20-May-2002	49.0400	71.7087	45.1400	38.9900
17-May-2002	49.0100	71.4125	44.7700	38.4000
16-May-2002	49.0600	71.5221	44.7100	38.4100
15-May-2002	49.0200	71.0520	44.2000	38.1600
14-May-2002	49.0200	71.2824	44.4800	38.2300
13-May-2002	49.0200	71.7849	44.9200	38.5000
10-May-2002	48.9800	71.6773	44.7000	38.1200
09-May-2002	48.9600	71.3421	44.3400	38.1100
08-May-2002	48.9700	71.7362	44.7000	38.2100
07-May-2002	48.9600	71.9051	44.9700	38.5500
06-May-2002	48.9800	71.8610	44.8400	38.4700
